datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,MIDATL,DPL,EASTON,24.206,True
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,SERC,WEST,EKPC,EKPC,1632.220,True
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,MIDATL,JC,JC,2308.551,True
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,MIDATL,ME,ME,1693.593,True
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,WEST,ATSI,OE,6811.369,True
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,WEST,OVEC,OVEC,63.000,True
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,WEST,ATSI,PAPWR,594.990,True
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,MIDATL,PE,PE,3923.403,True
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,2637.981,True
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,MIDATL,PL,PLCO,4299.535,False
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,MIDATL,PN,PN,1997.208,True
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,MIDATL,PS,PS,4483.631,False
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,MIDATL,RECO,RECO,148.591,False
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,MIDATL,PEP,SMECO,381.257,True
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,MIDATL,PL,UGI,115.221,True
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RFC,MIDATL,AE,VMEU,72.480,True
11/2/2019 1:00:00 AM,11/1/2019 9:00:00 PM,RTO,RTO,RTO,RTO,85317.379,False
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,AE,AECO,926.325,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,WEST,AEP,AEPAPT,4589.949,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,WEST,AEP,AEPIMP,2934.615,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,WEST,AEP,AEPKPT,728.840,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,WEST,AEP,AEPOPT,6016.852,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,WEST,AP,AP,5481.233,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,BC,BC,3132.975,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,WEST,CE,CE,10646.309,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,WEST,DAY,DAY,1800.000,False
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,WEST,DEOK,DEOK,2817.597,False
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,SERC,SOUTH,DOM,DOM,10200.964,False
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,DPL,DPLCO,1775.712,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,WEST,DUQ,DUQ,1411.219,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,DPL,EASTON,23.107,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,SERC,WEST,EKPC,EKPC,1576.078,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,JC,JC,2163.257,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,ME,ME,1616.880,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,WEST,ATSI,OE,6530.063,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,WEST,OVEC,OVEC,60.000,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,WEST,ATSI,PAPWR,551.110,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,PE,PE,3713.781,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,2544.600,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,PL,PLCO,4086.802,False
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,PN,PN,1899.859,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,PS,PS,4259.769,False
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,RECO,RECO,138.525,False
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,PEP,SMECO,368.019,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,PL,UGI,108.796,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RFC,MIDATL,AE,VMEU,68.751,True
11/2/2019 2:00:00 AM,11/1/2019 10:00:00 PM,RTO,RTO,RTO,RTO,82171.987,False
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,AE,AECO,866.676,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,WEST,AEP,AEPAPT,4494.806,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,WEST,AEP,AEPIMP,2790.719,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,WEST,AEP,AEPKPT,724.562,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,WEST,AEP,AEPOPT,5742.871,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,WEST,AP,AP,5219.125,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,BC,BC,2980.953,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,WEST,CE,CE,10077.509,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,WEST,DAY,DAY,1702.000,False
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,WEST,DEOK,DEOK,2707.066,False
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,SERC,SOUTH,DOM,DOM,9786.129,False
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,DPL,DPLCO,1686.101,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,WEST,DUQ,DUQ,1347.453,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,DPL,EASTON,21.578,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,SERC,WEST,EKPC,EKPC,1491.765,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,JC,JC,2001.370,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,ME,ME,1526.980,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,WEST,ATSI,OE,6145.574,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,WEST,OVEC,OVEC,54.000,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,WEST,ATSI,PAPWR,506.839,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,PE,PE,3516.866,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,2437.914,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,PL,PLCO,3881.639,False
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,PN,PN,1779.952,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,PS,PS,4006.166,False
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,RECO,RECO,127.117,False
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,PEP,SMECO,348.867,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,PL,UGI,99.716,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RFC,MIDATL,AE,VMEU,65.446,True
11/2/2019 3:00:00 AM,11/1/2019 11:00:00 PM,RTO,RTO,RTO,RTO,78137.759,False
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,AE,AECO,813.498,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,WEST,AEP,AEPAPT,4424.491,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,WEST,AEP,AEPIMP,2702.534,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,WEST,AEP,AEPKPT,722.265,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,WEST,AEP,AEPOPT,5550.609,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,WEST,AP,AP,5054.686,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,BC,BC,2856.854,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,WEST,CE,CE,9540.179,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,WEST,DAY,DAY,1624.000,False
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,WEST,DEOK,DEOK,2614.991,False
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,SERC,SOUTH,DOM,DOM,9501.604,False
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,DPL,DPLCO,1623.774,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,WEST,DUQ,DUQ,1297.595,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,DPL,EASTON,21.138,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,SERC,WEST,EKPC,EKPC,1539.023,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,JC,JC,1872.764,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,ME,ME,1489.084,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,WEST,ATSI,OE,5894.793,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,WEST,OVEC,OVEC,52.000,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,WEST,ATSI,PAPWR,517.657,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,PE,PE,3341.177,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2295.831,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,PL,PLCO,3748.482,False
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,PN,PN,1726.444,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,PS,PS,3805.242,False
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,RECO,RECO,118.717,False
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,PEP,SMECO,333.874,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,PL,UGI,94.084,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RFC,MIDATL,AE,VMEU,62.823,True
11/2/2019 4:00:00 AM,11/2/2019 12:00:00 AM,RTO,RTO,RTO,RTO,75240.213,False
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,AE,AECO,778.389,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,WEST,AEP,AEPAPT,4404.889,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,WEST,AEP,AEPIMP,2643.223,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,WEST,AEP,AEPKPT,713.018,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,WEST,AEP,AEPOPT,5389.995,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,WEST,AP,AP,5061.964,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,BC,BC,2779.158,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,WEST,CE,CE,9145.177,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,WEST,DAY,DAY,1582.000,False
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,WEST,DEOK,DEOK,2572.549,False
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,SERC,SOUTH,DOM,DOM,9370.145,False
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,DPL,DPLCO,1582.349,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,WEST,DUQ,DUQ,1267.603,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,DPL,EASTON,20.078,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,SERC,WEST,EKPC,EKPC,1590.593,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,JC,JC,1806.517,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,ME,ME,1415.886,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,WEST,ATSI,OE,5718.446,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,WEST,OVEC,OVEC,56.000,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,WEST,ATSI,PAPWR,524.718,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,PE,PE,3228.761,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2285.172,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,PL,PLCO,3659.878,False
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,PN,PN,1677.395,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,PS,PS,3658.137,False
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,RECO,RECO,113.804,False
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,PEP,SMECO,327.592,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,PL,UGI,90.470,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RFC,MIDATL,AE,VMEU,60.861,True
11/2/2019 5:00:00 AM,11/2/2019 1:00:00 AM,RTO,RTO,RTO,RTO,73524.767,False
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,AE,AECO,762.561,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,WEST,AEP,AEPAPT,4420.000,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,WEST,AEP,AEPIMP,2599.568,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,WEST,AEP,AEPKPT,716.084,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,WEST,AEP,AEPOPT,5348.860,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,WEST,AP,AP,4996.225,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,BC,BC,2763.625,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,WEST,CE,CE,8880.407,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,WEST,DAY,DAY,1560.000,False
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,WEST,DEOK,DEOK,2536.917,False
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,SERC,SOUTH,DOM,DOM,9329.812,False
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,DPL,DPLCO,1573.635,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,WEST,DUQ,DUQ,1261.030,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,DPL,EASTON,20.604,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,SERC,WEST,EKPC,EKPC,1600.949,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,JC,JC,1783.939,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,ME,ME,1414.430,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,WEST,ATSI,OE,5635.394,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,WEST,OVEC,OVEC,54.000,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,WEST,ATSI,PAPWR,510.910,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,PE,PE,3185.914,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2188.139,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,PL,PLCO,3638.104,False
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,PN,PN,1637.337,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,PS,PS,3588.994,False
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,RECO,RECO,111.640,False
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,PEP,SMECO,329.432,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,PL,UGI,89.148,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RFC,MIDATL,AE,VMEU,60.088,True
11/2/2019 6:00:00 AM,11/2/2019 2:00:00 AM,RTO,RTO,RTO,RTO,72597.746,False
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,AE,AECO,756.989,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,WEST,AEP,AEPAPT,4461.359,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,WEST,AEP,AEPIMP,2594.948,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,WEST,AEP,AEPKPT,721.674,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,WEST,AEP,AEPOPT,5396.791,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,WEST,AP,AP,5077.824,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,BC,BC,2772.110,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,WEST,CE,CE,8693.935,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,WEST,DAY,DAY,1555.000,False
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,WEST,DEOK,DEOK,2539.621,False
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,SERC,SOUTH,DOM,DOM,9400.411,False
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,DPL,DPLCO,1578.263,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,WEST,DUQ,DUQ,1255.963,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,DPL,EASTON,21.091,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,SERC,WEST,EKPC,EKPC,1616.889,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,JC,JC,1771.760,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,ME,ME,1426.051,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,WEST,ATSI,OE,5591.770,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,WEST,OVEC,OVEC,54.000,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,WEST,ATSI,PAPWR,499.428,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,PE,PE,3160.828,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2211.579,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,PL,PLCO,3628.204,False
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,PN,PN,1632.797,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,PS,PS,3548.724,False
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,RECO,RECO,110.611,False
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,PEP,SMECO,337.190,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,PL,UGI,89.401,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RFC,MIDATL,AE,VMEU,59.595,True
11/2/2019 7:00:00 AM,11/2/2019 3:00:00 AM,RTO,RTO,RTO,RTO,72564.806,False
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,AE,AECO,750.922,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,WEST,AEP,AEPAPT,4542.652,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,WEST,AEP,AEPIMP,2587.217,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,WEST,AEP,AEPKPT,732.850,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,WEST,AEP,AEPOPT,5347.878,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,WEST,AP,AP,5147.756,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,BC,BC,2834.549,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,WEST,CE,CE,8641.748,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,WEST,DAY,DAY,1555.000,False
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,WEST,DEOK,DEOK,2550.459,False
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,SERC,SOUTH,DOM,DOM,9558.383,False
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,DPL,DPLCO,1612.371,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,WEST,DUQ,DUQ,1267.307,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,DPL,EASTON,21.600,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,SERC,WEST,EKPC,EKPC,1641.366,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,JC,JC,1796.916,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,ME,ME,1440.489,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,WEST,ATSI,OE,5619.834,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,WEST,OVEC,OVEC,53.000,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,WEST,ATSI,PAPWR,516.542,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,PE,PE,3217.757,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2226.678,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,PL,PLCO,3686.968,False
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,PN,PN,1646.474,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,PS,PS,3575.486,False
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,RECO,RECO,111.302,False
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,PEP,SMECO,350.012,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,PL,UGI,91.448,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RFC,MIDATL,AE,VMEU,60.173,True
11/2/2019 8:00:00 AM,11/2/2019 4:00:00 AM,RTO,RTO,RTO,RTO,73185.137,False
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,MIDATL,AE,AECO,788.955,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,WEST,AEP,AEPAPT,4658.227,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,WEST,AEP,AEPIMP,2567.591,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,WEST,AEP,AEPKPT,747.786,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,WEST,AEP,AEPOPT,5494.520,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,WEST,AP,AP,5280.466,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,MIDATL,BC,BC,2969.318,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,WEST,CE,CE,8692.749,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,WEST,DAY,DAY,1607.000,False
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,WEST,DEOK,DEOK,2622.310,False
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,SERC,SOUTH,DOM,DOM,10039.372,False
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,MIDATL,DPL,DPLCO,1688.114,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,WEST,DUQ,DUQ,1290.532,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,MIDATL,DPL,EASTON,24.231,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,SERC,WEST,EKPC,EKPC,1713.357,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,MIDATL,JC,JC,1869.540,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,MIDATL,ME,ME,1499.727,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,WEST,ATSI,OE,5730.024,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,WEST,OVEC,OVEC,52.000,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,WEST,ATSI,PAPWR,517.387,True
11/2/2019 9:00:00 AM,11/2/2019 5:00:00 AM,RFC,MIDATL,PE,PE,3349.134,True
