datetime_beginning_utc,datetime_beginning_ept,area,solar_generation_mw
12/13/2019 8:00:00 PM,12/13/2019 3:00:00 PM,MIDATL,0.000
12/13/2019 8:00:00 PM,12/13/2019 3:00:00 PM,OTHER,0.000
12/13/2019 8:00:00 PM,12/13/2019 3:00:00 PM,SOUTH,0.000
12/13/2019 8:00:00 PM,12/13/2019 3:00:00 PM,WEST,0.000
12/13/2019 8:00:00 PM,12/13/2019 3:00:00 PM,RTO,0.000
12/13/2019 8:00:00 PM,12/13/2019 3:00:00 PM,RFC,0.000
12/13/2019 7:00:00 PM,12/13/2019 2:00:00 PM,MIDATL,0.000
12/13/2019 7:00:00 PM,12/13/2019 2:00:00 PM,OTHER,0.000
12/13/2019 7:00:00 PM,12/13/2019 2:00:00 PM,SOUTH,0.000
12/13/2019 7:00:00 PM,12/13/2019 2:00:00 PM,WEST,0.000
12/13/2019 7:00:00 PM,12/13/2019 2:00:00 PM,RTO,0.000
12/13/2019 7:00:00 PM,12/13/2019 2:00:00 PM,RFC,0.000
12/13/2019 6:00:00 PM,12/13/2019 1:00:00 PM,MIDATL,0.000
12/13/2019 6:00:00 PM,12/13/2019 1:00:00 PM,OTHER,0.000
12/13/2019 6:00:00 PM,12/13/2019 1:00:00 PM,SOUTH,0.000
12/13/2019 6:00:00 PM,12/13/2019 1:00:00 PM,WEST,0.000
12/13/2019 6:00:00 PM,12/13/2019 1:00:00 PM,RTO,0.000
12/13/2019 6:00:00 PM,12/13/2019 1:00:00 PM,RFC,0.000
12/13/2019 5:00:00 PM,12/13/2019 12:00:00 PM,MIDATL,0.000
12/13/2019 5:00:00 PM,12/13/2019 12:00:00 PM,OTHER,0.000
12/13/2019 5:00:00 PM,12/13/2019 12:00:00 PM,SOUTH,0.000
12/13/2019 5:00:00 PM,12/13/2019 12:00:00 PM,WEST,0.000
12/13/2019 5:00:00 PM,12/13/2019 12:00:00 PM,RTO,0.000
12/13/2019 5:00:00 PM,12/13/2019 12:00:00 PM,RFC,0.000
12/13/2019 4:00:00 PM,12/13/2019 11:00:00 AM,MIDATL,0.000
12/13/2019 4:00:00 PM,12/13/2019 11:00:00 AM,OTHER,0.000
12/13/2019 4:00:00 PM,12/13/2019 11:00:00 AM,SOUTH,0.000
12/13/2019 4:00:00 PM,12/13/2019 11:00:00 AM,WEST,0.000
12/13/2019 4:00:00 PM,12/13/2019 11:00:00 AM,RTO,0.000
12/13/2019 4:00:00 PM,12/13/2019 11:00:00 AM,RFC,0.000
12/13/2019 3:00:00 PM,12/13/2019 10:00:00 AM,MIDATL,0.000
12/13/2019 3:00:00 PM,12/13/2019 10:00:00 AM,OTHER,0.000
12/13/2019 3:00:00 PM,12/13/2019 10:00:00 AM,SOUTH,0.000
12/13/2019 3:00:00 PM,12/13/2019 10:00:00 AM,WEST,0.000
12/13/2019 3:00:00 PM,12/13/2019 10:00:00 AM,RTO,0.000
12/13/2019 3:00:00 PM,12/13/2019 10:00:00 AM,RFC,0.000
12/13/2019 2:00:00 PM,12/13/2019 9:00:00 AM,MIDATL,0.000
12/13/2019 2:00:00 PM,12/13/2019 9:00:00 AM,OTHER,0.000
12/13/2019 2:00:00 PM,12/13/2019 9:00:00 AM,SOUTH,0.000
12/13/2019 2:00:00 PM,12/13/2019 9:00:00 AM,WEST,0.000
12/13/2019 2:00:00 PM,12/13/2019 9:00:00 AM,RTO,0.000
12/13/2019 2:00:00 PM,12/13/2019 9:00:00 AM,RFC,0.000
12/13/2019 1:00:00 PM,12/13/2019 8:00:00 AM,MIDATL,0.000
12/13/2019 1:00:00 PM,12/13/2019 8:00:00 AM,OTHER,0.000
12/13/2019 1:00:00 PM,12/13/2019 8:00:00 AM,SOUTH,0.000
12/13/2019 1:00:00 PM,12/13/2019 8:00:00 AM,WEST,0.000
12/13/2019 1:00:00 PM,12/13/2019 8:00:00 AM,RTO,0.000
12/13/2019 1:00:00 PM,12/13/2019 8:00:00 AM,RFC,0.000
12/13/2019 12:00:00 PM,12/13/2019 7:00:00 AM,MIDATL,0.000
12/13/2019 12:00:00 PM,12/13/2019 7:00:00 AM,OTHER,0.000
12/13/2019 12:00:00 PM,12/13/2019 7:00:00 AM,SOUTH,0.000
12/13/2019 12:00:00 PM,12/13/2019 7:00:00 AM,WEST,0.000
12/13/2019 12:00:00 PM,12/13/2019 7:00:00 AM,RTO,0.000
12/13/2019 12:00:00 PM,12/13/2019 7:00:00 AM,RFC,0.000
12/13/2019 11:00:00 AM,12/13/2019 6:00:00 AM,MIDATL,0.000
12/13/2019 11:00:00 AM,12/13/2019 6:00:00 AM,OTHER,0.000
12/13/2019 11:00:00 AM,12/13/2019 6:00:00 AM,SOUTH,0.000
12/13/2019 11:00:00 AM,12/13/2019 6:00:00 AM,WEST,0.000
12/13/2019 11:00:00 AM,12/13/2019 6:00:00 AM,RTO,0.000
12/13/2019 11:00:00 AM,12/13/2019 6:00:00 AM,RFC,0.000
12/13/2019 10:00:00 AM,12/13/2019 5:00:00 AM,MIDATL,0.000
12/13/2019 10:00:00 AM,12/13/2019 5:00:00 AM,OTHER,0.000
12/13/2019 10:00:00 AM,12/13/2019 5:00:00 AM,SOUTH,0.000
12/13/2019 10:00:00 AM,12/13/2019 5:00:00 AM,WEST,0.000
12/13/2019 10:00:00 AM,12/13/2019 5:00:00 AM,RTO,0.000
12/13/2019 10:00:00 AM,12/13/2019 5:00:00 AM,RFC,0.000
12/13/2019 9:00:00 AM,12/13/2019 4:00:00 AM,MIDATL,0.000
12/13/2019 9:00:00 AM,12/13/2019 4:00:00 AM,OTHER,0.000
12/13/2019 9:00:00 AM,12/13/2019 4:00:00 AM,SOUTH,0.000
12/13/2019 9:00:00 AM,12/13/2019 4:00:00 AM,WEST,0.000
12/13/2019 9:00:00 AM,12/13/2019 4:00:00 AM,RTO,0.000
12/13/2019 9:00:00 AM,12/13/2019 4:00:00 AM,RFC,0.000
12/13/2019 8:00:00 AM,12/13/2019 3:00:00 AM,MIDATL,0.000
12/13/2019 8:00:00 AM,12/13/2019 3:00:00 AM,OTHER,0.000
12/13/2019 8:00:00 AM,12/13/2019 3:00:00 AM,SOUTH,0.000
12/13/2019 8:00:00 AM,12/13/2019 3:00:00 AM,WEST,0.000
12/13/2019 8:00:00 AM,12/13/2019 3:00:00 AM,RTO,0.000
12/13/2019 8:00:00 AM,12/13/2019 3:00:00 AM,RFC,0.000
12/13/2019 7:00:00 AM,12/13/2019 2:00:00 AM,MIDATL,0.000
12/13/2019 7:00:00 AM,12/13/2019 2:00:00 AM,OTHER,0.000
12/13/2019 7:00:00 AM,12/13/2019 2:00:00 AM,SOUTH,0.000
12/13/2019 7:00:00 AM,12/13/2019 2:00:00 AM,WEST,0.000
12/13/2019 7:00:00 AM,12/13/2019 2:00:00 AM,RTO,0.000
12/13/2019 7:00:00 AM,12/13/2019 2:00:00 AM,RFC,0.000
12/13/2019 6:00:00 AM,12/13/2019 1:00:00 AM,MIDATL,0.000
12/13/2019 6:00:00 AM,12/13/2019 1:00:00 AM,OTHER,0.000
12/13/2019 6:00:00 AM,12/13/2019 1:00:00 AM,SOUTH,0.000
12/13/2019 6:00:00 AM,12/13/2019 1:00:00 AM,WEST,0.000
12/13/2019 6:00:00 AM,12/13/2019 1:00:00 AM,RTO,0.000
12/13/2019 6:00:00 AM,12/13/2019 1:00:00 AM,RFC,0.000
12/13/2019 5:00:00 AM,12/13/2019 12:00:00 AM,MIDATL,0.000
12/13/2019 5:00:00 AM,12/13/2019 12:00:00 AM,OTHER,0.000
12/13/2019 5:00:00 AM,12/13/2019 12:00:00 AM,SOUTH,0.000
12/13/2019 5:00:00 AM,12/13/2019 12:00:00 AM,WEST,0.000
12/13/2019 5:00:00 AM,12/13/2019 12:00:00 AM,RTO,0.000
12/13/2019 5:00:00 AM,12/13/2019 12:00:00 AM,RFC,0.000
12/13/2019 4:00:00 AM,12/12/2019 11:00:00 PM,MIDATL,-1.148
12/13/2019 4:00:00 AM,12/12/2019 11:00:00 PM,OTHER,-0.019
12/13/2019 4:00:00 AM,12/12/2019 11:00:00 PM,SOUTH,-1.488
12/13/2019 4:00:00 AM,12/12/2019 11:00:00 PM,WEST,-0.230
12/13/2019 4:00:00 AM,12/12/2019 11:00:00 PM,RTO,-2.866
12/13/2019 4:00:00 AM,12/12/2019 11:00:00 PM,RFC,-1.378
12/13/2019 3:00:00 AM,12/12/2019 10:00:00 PM,MIDATL,-1.127
12/13/2019 3:00:00 AM,12/12/2019 10:00:00 PM,OTHER,-0.019
12/13/2019 3:00:00 AM,12/12/2019 10:00:00 PM,SOUTH,-1.518
12/13/2019 3:00:00 AM,12/12/2019 10:00:00 PM,WEST,-0.245
12/13/2019 3:00:00 AM,12/12/2019 10:00:00 PM,RTO,-2.890
12/13/2019 3:00:00 AM,12/12/2019 10:00:00 PM,RFC,-1.372
12/13/2019 2:00:00 AM,12/12/2019 9:00:00 PM,MIDATL,-1.158
12/13/2019 2:00:00 AM,12/12/2019 9:00:00 PM,OTHER,-0.018
12/13/2019 2:00:00 AM,12/12/2019 9:00:00 PM,SOUTH,-1.248
12/13/2019 2:00:00 AM,12/12/2019 9:00:00 PM,WEST,-0.236
12/13/2019 2:00:00 AM,12/12/2019 9:00:00 PM,RTO,-2.642
12/13/2019 2:00:00 AM,12/12/2019 9:00:00 PM,RFC,-1.394
12/13/2019 1:00:00 AM,12/12/2019 8:00:00 PM,MIDATL,-1.146
12/13/2019 1:00:00 AM,12/12/2019 8:00:00 PM,OTHER,-0.020
12/13/2019 1:00:00 AM,12/12/2019 8:00:00 PM,SOUTH,-1.148
12/13/2019 1:00:00 AM,12/12/2019 8:00:00 PM,WEST,-0.236
12/13/2019 1:00:00 AM,12/12/2019 8:00:00 PM,RTO,-2.530
12/13/2019 1:00:00 AM,12/12/2019 8:00:00 PM,RFC,-1.382
12/13/2019 12:00:00 AM,12/12/2019 7:00:00 PM,MIDATL,-1.105
12/13/2019 12:00:00 AM,12/12/2019 7:00:00 PM,OTHER,-0.019
12/13/2019 12:00:00 AM,12/12/2019 7:00:00 PM,SOUTH,-1.479
12/13/2019 12:00:00 AM,12/12/2019 7:00:00 PM,WEST,-0.237
12/13/2019 12:00:00 AM,12/12/2019 7:00:00 PM,RTO,-2.821
12/13/2019 12:00:00 AM,12/12/2019 7:00:00 PM,RFC,-1.342
12/12/2019 11:00:00 PM,12/12/2019 6:00:00 PM,MIDATL,-1.124
12/12/2019 11:00:00 PM,12/12/2019 6:00:00 PM,OTHER,-0.018
12/12/2019 11:00:00 PM,12/12/2019 6:00:00 PM,SOUTH,-1.296
12/12/2019 11:00:00 PM,12/12/2019 6:00:00 PM,WEST,-0.229
12/12/2019 11:00:00 PM,12/12/2019 6:00:00 PM,RTO,-2.649
12/12/2019 11:00:00 PM,12/12/2019 6:00:00 PM,RFC,-1.353
12/12/2019 10:00:00 PM,12/12/2019 5:00:00 PM,MIDATL,-1.086
12/12/2019 10:00:00 PM,12/12/2019 5:00:00 PM,OTHER,-0.019
12/12/2019 10:00:00 PM,12/12/2019 5:00:00 PM,SOUTH,-1.472
12/12/2019 10:00:00 PM,12/12/2019 5:00:00 PM,WEST,-0.233
12/12/2019 10:00:00 PM,12/12/2019 5:00:00 PM,RTO,-2.791
12/12/2019 10:00:00 PM,12/12/2019 5:00:00 PM,RFC,-1.319
12/12/2019 9:00:00 PM,12/12/2019 4:00:00 PM,MIDATL,10.228
12/12/2019 9:00:00 PM,12/12/2019 4:00:00 PM,OTHER,0.035
12/12/2019 9:00:00 PM,12/12/2019 4:00:00 PM,SOUTH,51.782
12/12/2019 9:00:00 PM,12/12/2019 4:00:00 PM,WEST,1.538
12/12/2019 9:00:00 PM,12/12/2019 4:00:00 PM,RTO,63.548
12/12/2019 9:00:00 PM,12/12/2019 4:00:00 PM,RFC,11.766
12/12/2019 8:00:00 PM,12/12/2019 3:00:00 PM,MIDATL,113.102
12/12/2019 8:00:00 PM,12/12/2019 3:00:00 PM,OTHER,0.419
12/12/2019 8:00:00 PM,12/12/2019 3:00:00 PM,SOUTH,369.332
12/12/2019 8:00:00 PM,12/12/2019 3:00:00 PM,WEST,17.992
12/12/2019 8:00:00 PM,12/12/2019 3:00:00 PM,RTO,500.426
12/12/2019 8:00:00 PM,12/12/2019 3:00:00 PM,RFC,131.094
12/12/2019 7:00:00 PM,12/12/2019 2:00:00 PM,MIDATL,280.881
12/12/2019 7:00:00 PM,12/12/2019 2:00:00 PM,OTHER,2.431
12/12/2019 7:00:00 PM,12/12/2019 2:00:00 PM,SOUTH,497.987
12/12/2019 7:00:00 PM,12/12/2019 2:00:00 PM,WEST,31.245
12/12/2019 7:00:00 PM,12/12/2019 2:00:00 PM,RTO,810.113
12/12/2019 7:00:00 PM,12/12/2019 2:00:00 PM,RFC,312.126
12/12/2019 6:00:00 PM,12/12/2019 1:00:00 PM,MIDATL,395.602
12/12/2019 6:00:00 PM,12/12/2019 1:00:00 PM,OTHER,4.830
12/12/2019 6:00:00 PM,12/12/2019 1:00:00 PM,SOUTH,526.055
12/12/2019 6:00:00 PM,12/12/2019 1:00:00 PM,WEST,42.862
12/12/2019 6:00:00 PM,12/12/2019 1:00:00 PM,RTO,964.519
12/12/2019 6:00:00 PM,12/12/2019 1:00:00 PM,RFC,438.464
12/12/2019 5:00:00 PM,12/12/2019 12:00:00 PM,MIDATL,474.022
12/12/2019 5:00:00 PM,12/12/2019 12:00:00 PM,OTHER,6.687
12/12/2019 5:00:00 PM,12/12/2019 12:00:00 PM,SOUTH,516.159
12/12/2019 5:00:00 PM,12/12/2019 12:00:00 PM,WEST,45.728
12/12/2019 5:00:00 PM,12/12/2019 12:00:00 PM,RTO,1035.909
12/12/2019 5:00:00 PM,12/12/2019 12:00:00 PM,RFC,519.750
12/12/2019 4:00:00 PM,12/12/2019 11:00:00 AM,MIDATL,465.916
12/12/2019 4:00:00 PM,12/12/2019 11:00:00 AM,OTHER,6.440
12/12/2019 4:00:00 PM,12/12/2019 11:00:00 AM,SOUTH,542.414
12/12/2019 4:00:00 PM,12/12/2019 11:00:00 AM,WEST,43.898
12/12/2019 4:00:00 PM,12/12/2019 11:00:00 AM,RTO,1052.228
12/12/2019 4:00:00 PM,12/12/2019 11:00:00 AM,RFC,509.814
12/12/2019 3:00:00 PM,12/12/2019 10:00:00 AM,MIDATL,424.447
12/12/2019 3:00:00 PM,12/12/2019 10:00:00 AM,OTHER,5.146
12/12/2019 3:00:00 PM,12/12/2019 10:00:00 AM,SOUTH,611.030
12/12/2019 3:00:00 PM,12/12/2019 10:00:00 AM,WEST,40.959
12/12/2019 3:00:00 PM,12/12/2019 10:00:00 AM,RTO,1076.436
12/12/2019 3:00:00 PM,12/12/2019 10:00:00 AM,RFC,465.406
12/12/2019 2:00:00 PM,12/12/2019 9:00:00 AM,MIDATL,323.045
12/12/2019 2:00:00 PM,12/12/2019 9:00:00 AM,OTHER,3.360
12/12/2019 2:00:00 PM,12/12/2019 9:00:00 AM,SOUTH,624.887
12/12/2019 2:00:00 PM,12/12/2019 9:00:00 AM,WEST,28.988
12/12/2019 2:00:00 PM,12/12/2019 9:00:00 AM,RTO,976.920
12/12/2019 2:00:00 PM,12/12/2019 9:00:00 AM,RFC,352.033
12/12/2019 1:00:00 PM,12/12/2019 8:00:00 AM,MIDATL,158.682
12/12/2019 1:00:00 PM,12/12/2019 8:00:00 AM,OTHER,1.120
12/12/2019 1:00:00 PM,12/12/2019 8:00:00 AM,SOUTH,414.812
12/12/2019 1:00:00 PM,12/12/2019 8:00:00 AM,WEST,13.568
12/12/2019 1:00:00 PM,12/12/2019 8:00:00 AM,RTO,587.062
12/12/2019 1:00:00 PM,12/12/2019 8:00:00 AM,RFC,172.250
12/12/2019 12:00:00 PM,12/12/2019 7:00:00 AM,MIDATL,18.502
12/12/2019 12:00:00 PM,12/12/2019 7:00:00 AM,OTHER,0.209
12/12/2019 12:00:00 PM,12/12/2019 7:00:00 AM,SOUTH,53.954
12/12/2019 12:00:00 PM,12/12/2019 7:00:00 AM,WEST,1.064
12/12/2019 12:00:00 PM,12/12/2019 7:00:00 AM,RTO,73.520
12/12/2019 12:00:00 PM,12/12/2019 7:00:00 AM,RFC,19.566
12/12/2019 11:00:00 AM,12/12/2019 6:00:00 AM,MIDATL,-1.267
12/12/2019 11:00:00 AM,12/12/2019 6:00:00 AM,OTHER,-0.020
12/12/2019 11:00:00 AM,12/12/2019 6:00:00 AM,SOUTH,-1.487
12/12/2019 11:00:00 AM,12/12/2019 6:00:00 AM,WEST,-0.230
12/12/2019 11:00:00 AM,12/12/2019 6:00:00 AM,RTO,-2.984
12/12/2019 11:00:00 AM,12/12/2019 6:00:00 AM,RFC,-1.497
12/12/2019 10:00:00 AM,12/12/2019 5:00:00 AM,MIDATL,-1.151
12/12/2019 10:00:00 AM,12/12/2019 5:00:00 AM,OTHER,-0.018
12/12/2019 10:00:00 AM,12/12/2019 5:00:00 AM,SOUTH,-1.685
12/12/2019 10:00:00 AM,12/12/2019 5:00:00 AM,WEST,-0.237
12/12/2019 10:00:00 AM,12/12/2019 5:00:00 AM,RTO,-3.073
12/12/2019 10:00:00 AM,12/12/2019 5:00:00 AM,RFC,-1.388
12/12/2019 9:00:00 AM,12/12/2019 4:00:00 AM,MIDATL,-1.153
12/12/2019 9:00:00 AM,12/12/2019 4:00:00 AM,OTHER,-0.019
12/12/2019 9:00:00 AM,12/12/2019 4:00:00 AM,SOUTH,-1.573
12/12/2019 9:00:00 AM,12/12/2019 4:00:00 AM,WEST,-0.230
12/12/2019 9:00:00 AM,12/12/2019 4:00:00 AM,RTO,-2.956
12/12/2019 9:00:00 AM,12/12/2019 4:00:00 AM,RFC,-1.383
12/12/2019 8:00:00 AM,12/12/2019 3:00:00 AM,MIDATL,-1.204
12/12/2019 8:00:00 AM,12/12/2019 3:00:00 AM,OTHER,-0.019
12/12/2019 8:00:00 AM,12/12/2019 3:00:00 AM,SOUTH,-1.466
12/12/2019 8:00:00 AM,12/12/2019 3:00:00 AM,WEST,-0.222
12/12/2019 8:00:00 AM,12/12/2019 3:00:00 AM,RTO,-2.892
12/12/2019 8:00:00 AM,12/12/2019 3:00:00 AM,RFC,-1.426
12/12/2019 7:00:00 AM,12/12/2019 2:00:00 AM,MIDATL,-1.169
12/12/2019 7:00:00 AM,12/12/2019 2:00:00 AM,OTHER,-0.019
12/12/2019 7:00:00 AM,12/12/2019 2:00:00 AM,SOUTH,-1.440
12/12/2019 7:00:00 AM,12/12/2019 2:00:00 AM,WEST,-0.230
12/12/2019 7:00:00 AM,12/12/2019 2:00:00 AM,RTO,-2.839
12/12/2019 7:00:00 AM,12/12/2019 2:00:00 AM,RFC,-1.399
12/12/2019 6:00:00 AM,12/12/2019 1:00:00 AM,MIDATL,-1.170
12/12/2019 6:00:00 AM,12/12/2019 1:00:00 AM,OTHER,-0.019
12/12/2019 6:00:00 AM,12/12/2019 1:00:00 AM,SOUTH,-1.430
12/12/2019 6:00:00 AM,12/12/2019 1:00:00 AM,WEST,-0.223
12/12/2019 6:00:00 AM,12/12/2019 1:00:00 AM,RTO,-2.823
12/12/2019 6:00:00 AM,12/12/2019 1:00:00 AM,RFC,-1.393
12/12/2019 5:00:00 AM,12/12/2019 12:00:00 AM,MIDATL,-1.179
12/12/2019 5:00:00 AM,12/12/2019 12:00:00 AM,OTHER,-0.019
12/12/2019 5:00:00 AM,12/12/2019 12:00:00 AM,SOUTH,-1.359
12/12/2019 5:00:00 AM,12/12/2019 12:00:00 AM,WEST,-0.222
12/12/2019 5:00:00 AM,12/12/2019 12:00:00 AM,RTO,-2.760
12/12/2019 5:00:00 AM,12/12/2019 12:00:00 AM,RFC,-1.401
12/12/2019 4:00:00 AM,12/11/2019 11:00:00 PM,MIDATL,-1.127
12/12/2019 4:00:00 AM,12/11/2019 11:00:00 PM,OTHER,-0.019
12/12/2019 4:00:00 AM,12/11/2019 11:00:00 PM,SOUTH,-1.520
12/12/2019 4:00:00 AM,12/11/2019 11:00:00 PM,WEST,-0.223
12/12/2019 4:00:00 AM,12/11/2019 11:00:00 PM,RTO,-2.870
12/12/2019 4:00:00 AM,12/11/2019 11:00:00 PM,RFC,-1.350
12/12/2019 3:00:00 AM,12/11/2019 10:00:00 PM,MIDATL,-1.212
12/12/2019 3:00:00 AM,12/11/2019 10:00:00 PM,OTHER,-0.019
12/12/2019 3:00:00 AM,12/11/2019 10:00:00 PM,SOUTH,-1.391
12/12/2019 3:00:00 AM,12/11/2019 10:00:00 PM,WEST,-0.244
12/12/2019 3:00:00 AM,12/11/2019 10:00:00 PM,RTO,-2.847
12/12/2019 3:00:00 AM,12/11/2019 10:00:00 PM,RFC,-1.456
12/12/2019 2:00:00 AM,12/11/2019 9:00:00 PM,MIDATL,-1.214
12/12/2019 2:00:00 AM,12/11/2019 9:00:00 PM,OTHER,-0.019
12/12/2019 2:00:00 AM,12/11/2019 9:00:00 PM,SOUTH,-1.482
12/12/2019 2:00:00 AM,12/11/2019 9:00:00 PM,WEST,-0.237
12/12/2019 2:00:00 AM,12/11/2019 9:00:00 PM,RTO,-2.933
12/12/2019 2:00:00 AM,12/11/2019 9:00:00 PM,RFC,-1.451
12/12/2019 1:00:00 AM,12/11/2019 8:00:00 PM,MIDATL,-1.210
12/12/2019 1:00:00 AM,12/11/2019 8:00:00 PM,OTHER,-0.019
12/12/2019 1:00:00 AM,12/11/2019 8:00:00 PM,SOUTH,-1.398
12/12/2019 1:00:00 AM,12/11/2019 8:00:00 PM,WEST,-0.252
12/12/2019 1:00:00 AM,12/11/2019 8:00:00 PM,RTO,-2.860
12/12/2019 1:00:00 AM,12/11/2019 8:00:00 PM,RFC,-1.462
12/12/2019 12:00:00 AM,12/11/2019 7:00:00 PM,MIDATL,-1.155
12/12/2019 12:00:00 AM,12/11/2019 7:00:00 PM,OTHER,-0.019
12/12/2019 12:00:00 AM,12/11/2019 7:00:00 PM,SOUTH,-1.331
12/12/2019 12:00:00 AM,12/11/2019 7:00:00 PM,WEST,-0.244
12/12/2019 12:00:00 AM,12/11/2019 7:00:00 PM,RTO,-2.730
12/12/2019 12:00:00 AM,12/11/2019 7:00:00 PM,RFC,-1.399
12/11/2019 11:00:00 PM,12/11/2019 6:00:00 PM,MIDATL,-1.153
12/11/2019 11:00:00 PM,12/11/2019 6:00:00 PM,OTHER,-0.019
12/11/2019 11:00:00 PM,12/11/2019 6:00:00 PM,SOUTH,-1.405
12/11/2019 11:00:00 PM,12/11/2019 6:00:00 PM,WEST,-0.240
12/11/2019 11:00:00 PM,12/11/2019 6:00:00 PM,RTO,-2.798
12/11/2019 11:00:00 PM,12/11/2019 6:00:00 PM,RFC,-1.393
12/11/2019 10:00:00 PM,12/11/2019 5:00:00 PM,MIDATL,-1.167
12/11/2019 10:00:00 PM,12/11/2019 5:00:00 PM,OTHER,-0.019
12/11/2019 10:00:00 PM,12/11/2019 5:00:00 PM,SOUTH,-1.431
12/11/2019 10:00:00 PM,12/11/2019 5:00:00 PM,WEST,-0.217
12/11/2019 10:00:00 PM,12/11/2019 5:00:00 PM,RTO,-2.815
12/11/2019 10:00:00 PM,12/11/2019 5:00:00 PM,RFC,-1.384
12/11/2019 9:00:00 PM,12/11/2019 4:00:00 PM,MIDATL,8.813
12/11/2019 9:00:00 PM,12/11/2019 4:00:00 PM,OTHER,0.045
12/11/2019 9:00:00 PM,12/11/2019 4:00:00 PM,SOUTH,23.804
12/11/2019 9:00:00 PM,12/11/2019 4:00:00 PM,WEST,1.862
12/11/2019 9:00:00 PM,12/11/2019 4:00:00 PM,RTO,34.479
12/11/2019 9:00:00 PM,12/11/2019 4:00:00 PM,RFC,10.675
12/11/2019 8:00:00 PM,12/11/2019 3:00:00 PM,MIDATL,103.415
12/11/2019 8:00:00 PM,12/11/2019 3:00:00 PM,OTHER,0.656
12/11/2019 8:00:00 PM,12/11/2019 3:00:00 PM,SOUTH,131.256
12/11/2019 8:00:00 PM,12/11/2019 3:00:00 PM,WEST,17.483
12/11/2019 8:00:00 PM,12/11/2019 3:00:00 PM,RTO,252.154
12/11/2019 8:00:00 PM,12/11/2019 3:00:00 PM,RFC,120.898
12/11/2019 7:00:00 PM,12/11/2019 2:00:00 PM,MIDATL,227.524
12/11/2019 7:00:00 PM,12/11/2019 2:00:00 PM,OTHER,1.297
12/11/2019 7:00:00 PM,12/11/2019 2:00:00 PM,SOUTH,280.421
12/11/2019 7:00:00 PM,12/11/2019 2:00:00 PM,WEST,36.405
12/11/2019 7:00:00 PM,12/11/2019 2:00:00 PM,RTO,544.350
12/11/2019 7:00:00 PM,12/11/2019 2:00:00 PM,RFC,263.929
12/11/2019 6:00:00 PM,12/11/2019 1:00:00 PM,MIDATL,247.721
12/11/2019 6:00:00 PM,12/11/2019 1:00:00 PM,OTHER,1.487
12/11/2019 6:00:00 PM,12/11/2019 1:00:00 PM,SOUTH,317.851
12/11/2019 6:00:00 PM,12/11/2019 1:00:00 PM,WEST,40.676
12/11/2019 6:00:00 PM,12/11/2019 1:00:00 PM,RTO,606.248
12/11/2019 6:00:00 PM,12/11/2019 1:00:00 PM,RFC,288.397
12/11/2019 5:00:00 PM,12/11/2019 12:00:00 PM,MIDATL,199.901
12/11/2019 5:00:00 PM,12/11/2019 12:00:00 PM,OTHER,0.669
12/11/2019 5:00:00 PM,12/11/2019 12:00:00 PM,SOUTH,336.595
12/11/2019 5:00:00 PM,12/11/2019 12:00:00 PM,WEST,46.092
12/11/2019 5:00:00 PM,12/11/2019 12:00:00 PM,RTO,582.588
12/11/2019 5:00:00 PM,12/11/2019 12:00:00 PM,RFC,245.993
12/11/2019 4:00:00 PM,12/11/2019 11:00:00 AM,MIDATL,166.563
12/11/2019 4:00:00 PM,12/11/2019 11:00:00 AM,OTHER,0.375
12/11/2019 4:00:00 PM,12/11/2019 11:00:00 AM,SOUTH,316.773
12/11/2019 4:00:00 PM,12/11/2019 11:00:00 AM,WEST,46.572
12/11/2019 4:00:00 PM,12/11/2019 11:00:00 AM,RTO,529.908
12/11/2019 4:00:00 PM,12/11/2019 11:00:00 AM,RFC,213.135
12/11/2019 3:00:00 PM,12/11/2019 10:00:00 AM,MIDATL,143.161
12/11/2019 3:00:00 PM,12/11/2019 10:00:00 AM,OTHER,0.184
12/11/2019 3:00:00 PM,12/11/2019 10:00:00 AM,SOUTH,246.545
12/11/2019 3:00:00 PM,12/11/2019 10:00:00 AM,WEST,39.193
12/11/2019 3:00:00 PM,12/11/2019 10:00:00 AM,RTO,428.899
12/11/2019 3:00:00 PM,12/11/2019 10:00:00 AM,RFC,182.354
12/11/2019 2:00:00 PM,12/11/2019 9:00:00 AM,MIDATL,43.605
12/11/2019 2:00:00 PM,12/11/2019 9:00:00 AM,OTHER,0.047
12/11/2019 2:00:00 PM,12/11/2019 9:00:00 AM,SOUTH,134.394
12/11/2019 2:00:00 PM,12/11/2019 9:00:00 AM,WEST,27.702
12/11/2019 2:00:00 PM,12/11/2019 9:00:00 AM,RTO,205.701
12/11/2019 2:00:00 PM,12/11/2019 9:00:00 AM,RFC,71.307
12/11/2019 1:00:00 PM,12/11/2019 8:00:00 AM,MIDATL,4.944
12/11/2019 1:00:00 PM,12/11/2019 8:00:00 AM,OTHER,-0.018
12/11/2019 1:00:00 PM,12/11/2019 8:00:00 AM,SOUTH,38.810
12/11/2019 1:00:00 PM,12/11/2019 8:00:00 AM,WEST,8.512
12/11/2019 1:00:00 PM,12/11/2019 8:00:00 AM,RTO,52.266
12/11/2019 1:00:00 PM,12/11/2019 8:00:00 AM,RFC,13.456
12/11/2019 12:00:00 PM,12/11/2019 7:00:00 AM,MIDATL,-1.016
12/11/2019 12:00:00 PM,12/11/2019 7:00:00 AM,OTHER,-0.023
