pnode_id,pnode_name,pnode_type,pnode_subtype,zone,voltage_level,effective_date,termination_date
5021592,WESTON  138 KV  T2,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021593,WESTRAVE138 KV  T61,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021594,WESTRAVE138 KV  T62,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021595,WESTRUN 138 KV  T1,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021596,WESTRUN 138 KV  T2,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021597,WESTVACO138 KV  T1,BUS,LOAD,APS,138 KV,3/26/2002 12:00:00 AM,12/31/9999 12:00:00 AM
5021598,WESTVACO138 KV  T2,BUS,LOAD,APS,138 KV,3/26/2002 12:00:00 AM,12/31/9999 12:00:00 AM
5021599,WHITELEY138 KV  T1,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021600,WHITELEY138 KV  T2,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021601,WHITEVAL138 KV  T1,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021602,WHITEVAL138 KV  T61,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021603,WHITEVAL138 KV  T62,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021604,WILLAMET138 KV  T61,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021608,WIND APS138 KV  T1,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021610,WMIL APS138 KV  T1,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021611,WOLFCREE138 KV  T1,BUS,LOAD,AEP,138 KV,3/26/2002 12:00:00 AM,12/31/9999 12:00:00 AM
5021613,WOLFRUN 138 KV  WOLFRUN,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021614,WOODLAND138 KV  T2,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021615,WOVE APS138 KV  T1,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021616,WUNION  138 KV  T2,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021617,WWAYNESB138 KV  T2,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021618,WWAYNESB138 KV  T61,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021619,WWAYNESB138 KV  T62,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021620,WWINCHES138 KV  T1,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021621,WWINCHES138 KV  T2,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021622,WYCOFF  138 KV  T1,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021623,YOUNGWOO138 KV  T1,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021624,YOUNGWOO138 KV  T2,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021625,YOUNGWOO138 KV  T61,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021626,YOUNGWOO138 KV  T62,BUS,LOAD,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021665,BERGEN  18 KV   2001 STM,BUS,GEN,PSEG,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021666,BERGEN  18 KV   2101 CT1,BUS,GEN,PSEG,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021667,BERGEN  18 KV   2202 CT2,BUS,GEN,PSEG,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021670,TOSCOGIS18 KV   TOSCO1,BUS,GEN,PSEG,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021671,TOSCOGIS18 KV   DUMMY GN,BUS,GEN,PSEG,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021672,MERCK   13 KV   MERCK1-2,BUS,GEN,PECO,13 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021673,CLINTON 69 KV   KOPPERS,BUS,GEN,PPL,69 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021674,CONTITAP69 KV   2CT,BUS,GEN,PPL,69 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021675,CONTITAP69 KV   3CT,BUS,GEN,PPL,69 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021679,LACKAWAN69 KV   KEYSTONE,BUS,GEN,PPL,69 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021694,STEELCTY13 KV   BETH CT1,BUS,GEN,PPL,13 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021695,STEELCTY13 KV   BETH CT2,BUS,GEN,PPL,13 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021696,STEELCTY13 KV   BETH CT3,BUS,GEN,PPL,13 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021698,STEELCTY13 KV   BETH CT5,BUS,GEN,PPL,13 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021699,STEELCTY13 KV   BETH CT6,BUS,GEN,PPL,13 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021702,OTTERPT 34 KV   ESANIT,BUS,GEN,BGE,34 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021703,LAKEWOOD18 KV   OCEAN C1,BUS,GEN,JCPL,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021704,LAKEWOOD18 KV   OCEAN C2,BUS,GEN,JCPL,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021706,ONTELAUN18 KV   CT1,BUS,GEN,METED,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021707,ONTELAUN18 KV   CT2,BUS,GEN,METED,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021708,ONTELAUN18 KV   STM,BUS,GEN,METED,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021711,POTOMAC 69 KV   GSA1,BUS,GEN,PEPCO,69 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021712,POTOMAC 69 KV   GSA2,BUS,GEN,PEPCO,69 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021713,BAYVIEW 25 KV   WINDFARM,BUS,GEN,DPL,25 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021714,CLAYTON 13 KV   G2,BUS,GEN,DPL,13 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021718,ALLDAM6 138 KV  GEN  5,BUS,GEN,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021719,ALLDAM6 138 KV  GEN  6,BUS,GEN,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021722,CONNELSV138 KV  MILLRUN,BUS,GEN,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021723,FTMARTIN22 KV   GEN  1,BUS,GEN,APS,22 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021724,FTMARTIN22 KV   GEN  2,BUS,GEN,APS,22 KV,3/26/2002 12:00:00 AM,12/31/9999 12:00:00 AM
5021725,GANS    138 KV  GEN 8,BUS,GEN,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021726,GANS    138 KV  GEN 9,BUS,GEN,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021728,GRANTTOW18 KV   ABPP NUG,BUS,GEN,APS,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021734,LAKELYNN11 KV   GEN  1-4,BUS,GEN,APS,11 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021739,NEWMARTI138 KV  HANN NUG,BUS,GEN,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021743,PLEA APS26 KV   GEN  1,BUS,GEN,APS,26 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021744,PLEA APS26 KV   GEN  2,BUS,GEN,APS,26 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021745,RIVERTON138 KV  DUM HYD,BUS,GEN,APS,138 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021748,SBEND   18 KV   CT1,BUS,GEN,APS,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021749,SBEND   18 KV   CT2,BUS,GEN,APS,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021750,SBEND   18 KV   CT3,BUS,GEN,APS,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021752,SBEND   18 KV   CT4,BUS,GEN,APS,18 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021754,SPRINGDA13 KV   AES 1,BUS,GEN,APS,13 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021755,SPRINGDA13 KV   AES 2,BUS,GEN,APS,13 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021756,WARRIORN13 KV   GEN1,BUS,GEN,APS,13 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5021757,WILLIAM 34 KV   BACKBONE,BUS,GEN,APS,34 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5022431,BEDINGTON,AGGREGATE,EHV,APS,500 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5022432,BELMONT,AGGREGATE,EHV,APS,765 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5022433,BLACKOAK,AGGREGATE,EHV,APS,500 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5022434,CABOT,AGGREGATE,EHV,APS,500 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5022435,DOUBS,AGGREGATE,EHV,APS,500 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5022436,FORTMARTIN,AGGREGATE,EHV,APS,500 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5022437,HARRISON,AGGREGATE,EHV,APS,500 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5022439,HATFIELD,AGGREGATE,EHV,APS,500 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5022440,MEADOWBROOK,AGGREGATE,EHV,APS,500 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5022441,PLEASANTS,AGGREGATE,EHV,APS,500 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5022442,PRUNTYTOWN,AGGREGATE,EHV,APS,500 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5022443,WYLIERIDGE,AGGREGATE,EHV,APS,500 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5022444,YUKON,AGGREGATE,EHV,APS,500 KV,12/13/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5133673,LIBERTY,AGGREGATE,AGGREGATE,,,12/17/2001 12:00:00 AM,12/31/9999 12:00:00 AM
5413134,NYIS,AGGREGATE,INTERFACE,EXTERNAL,,1/1/2002 12:00:00 AM,12/31/9999 12:00:00 AM
6422624,CHAMBERS CCLP,AGGREGATE,AGGREGATE,,,1/23/2002 12:00:00 AM,12/31/9999 12:00:00 AM
6470135,SULLIVAN,AGGREGATE,AGGREGATE,,,1/25/2002 12:00:00 AM,12/31/9999 12:00:00 AM
6470136,TRI-COUNTY,AGGREGATE,AGGREGATE,,,1/25/2002 12:00:00 AM,12/31/9999 12:00:00 AM
7174195,HAZLETON 3-4,AGGREGATE,AGGREGATE,,,2/18/2002 12:00:00 AM,12/31/9999 12:00:00 AM
7633629,RECO,AGGREGATE,ZONE,,,3/1/2002 12:00:00 AM,12/31/9999 12:00:00 AM
8394954,APS,AGGREGATE,ZONE,,,4/1/1998 12:00:00 AM,12/31/9999 12:00:00 AM
8445784,AEP,AGGREGATE,ZONE,,,10/1/2004 12:00:00 AM,12/31/9999 12:00:00 AM
8717315,SOUTH BEND 1-4,AGGREGATE,AGGREGATE,,,4/1/2002 12:00:00 AM,12/31/9999 12:00:00 AM
9284221,SPRINGDALE CC,AGGREGATE,AGGREGATE,,,3/7/2018 12:00:00 AM,12/31/9999 12:00:00 AM
9380549,GANS CC,AGGREGATE,AGGREGATE,,,3/7/2018 12:00:00 AM,12/31/9999 12:00:00 AM
9380671,GUILFORD CC,AGGREGATE,AGGREGATE,,,3/7/2018 12:00:00 AM,12/31/9999 12:00:00 AM
10700733,CAPEMAY 69 KV   LOAD1,BUS,LOAD,AECO,69 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700734,COURT   69 KV   T1,BUS,LOAD,AECO,69 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700736,COURT   69 KV   T3,BUS,LOAD,AECO,69 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700739,LAKEAVEN69 KV   T6,BUS,LOAD,AECO,69 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700740,LAKEAVEN69 KV   T7,BUS,LOAD,AECO,69 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700747,SWAINTON69 KV   LOAD2,BUS,LOAD,AECO,69 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700748,TUCKAHOE69 KV   T1,BUS,LOAD,AECO,69 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700749,UPPERPIT138 KV  LOAD,BUS,LOAD,AECO,138 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700750,BELLEHAV12 KV   LOAD,BUS,LOAD,DPL,12 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700752,DUPSEAFD12 KV   PP1A,BUS,LOAD,DPL,12 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700753,DUPSEAFD12 KV   PP2B,BUS,LOAD,DPL,12 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700755,MIDDLETO138 KV  T1,BUS,LOAD,DPL,138 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700756,MIDDLETO138 KV  T2,BUS,LOAD,DPL,138 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700757,TODD    25 KV   LOADT2,BUS,LOAD,DPL,25 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700760,DALESUMM230 KV  T1,BUS,LOAD,APS,230 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700762,JONESTAP138 KV  JONES,BUS,LOAD,APS,138 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700764,OLDFARM 230 KV  T1 LOAD,BUS,LOAD,APS,230 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700779,PRINTZ  18 KV   GTG1,BUS,GEN,PECO,18 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700780,PRINTZ  18 KV   GTG2,BUS,GEN,PECO,18 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700781,PRINTZ  18 KV   STG,BUS,GEN,PECO,18 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700784,HUNTERST18 KV   CT101,BUS,GEN,METED,18 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700785,HUNTERST18 KV   CT201,BUS,GEN,METED,18 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700786,HUNTERST18 KV   CT301,BUS,GEN,METED,18 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700788,HUNTERST22 KV   ST401,BUS,GEN,METED,22 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700799,BELLEHAV12 KV   D-SMES,BUS,GEN,DPL,12 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700800,DUPSEAFD12 KV   UNITS1-3,BUS,GEN,DPL,12 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700802,ROCKSPRI18 KV   CT1,BUS,GEN,PECO,18 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700804,ROCKSPRI18 KV   CT2,BUS,GEN,PECO,18 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700805,ROCKSPRI18 KV   CT3,BUS,GEN,PECO,18 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700806,ROCKSPRI18 KV   CT4,BUS,GEN,PECO,18 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700807,ROCKSPRI18 KV   CT5,BUS,GEN,PECO,18 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
10700808,ROCKSPRI18 KV   CT6,BUS,GEN,PECO,18 KV,5/9/2002 12:00:00 AM,12/31/9999 12:00:00 AM
11109223,HUNTERSTOWN CC,AGGREGATE,AGGREGATE,,,3/7/2018 12:00:00 AM,12/31/9999 12:00:00 AM
11473604,BERGEN 2CC,AGGREGATE,AGGREGATE,,,5/24/2002 12:00:00 AM,12/31/9999 12:00:00 AM
11473605,HAZLETON 1-4,AGGREGATE,AGGREGATE,,,5/24/2002 12:00:00 AM,12/31/9999 12:00:00 AM
11473606,HAZLETON 2-3,AGGREGATE,AGGREGATE,,,5/24/2002 12:00:00 AM,12/31/9999 12:00:00 AM
11473645,ONTELAUNEE,AGGREGATE,AGGREGATE,,,6/1/2002 12:00:00 AM,12/31/9999 12:00:00 AM
11517088,SOUTHBEND,AGGREGATE,EHV,APS,500 KV,6/1/2002 12:00:00 AM,12/31/9999 12:00:00 AM
11855104,EAGLE POINT,AGGREGATE,AGGREGATE,,,6/3/2002 12:00:00 AM,12/31/9999 12:00:00 AM
12580877,GRAND POINT,AGGREGATE,AGGREGATE,,,6/21/2002 12:00:00 AM,12/31/9999 12:00:00 AM
15590289,NAAMANS,AGGREGATE,AGGREGATE,,,9/1/2002 12:00:00 AM,12/31/9999 12:00:00 AM
17461203,REDOAK CC,AGGREGATE,AGGREGATE,,,10/3/2002 12:00:00 AM,12/31/9999 12:00:00 AM
18862527,GRANDPOINT T1,AGGREGATE,AGGREGATE,,,10/28/2002 12:00:00 AM,12/31/9999 12:00:00 AM
19623499,MONT ALTO - AP,AGGREGATE,AGGREGATE,,,11/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
20648204,AEC - AP,AGGREGATE,AGGREGATE,,,11/27/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601618,ADAMS   13 KV   LOAD1,BUS,LOAD,PSEG,13 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601619,ADAMS   13 KV   LOAD2,BUS,LOAD,PSEG,13 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601622,COOKRD  13 KV   LOAD1,BUS,LOAD,PSEG,13 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601624,COOKRD  13 KV   LOAD3,BUS,LOAD,PSEG,13 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601632,SUNNYMEA13 KV   LOAD1,BUS,LOAD,PSEG,13 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601633,SUNNYMEA13 KV   LOAD2,BUS,LOAD,PSEG,13 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601634,SUNNYMEA13 KV   LOAD3,BUS,LOAD,PSEG,13 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601640,SULLIVPL69 KV   LOAD1,BUS,LOAD,PPL,69 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601643,HURON   69 KV   MARLOAD1,BUS,LOAD,AECO,69 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601644,HURON   69 KV   MARLOAD2,BUS,LOAD,AECO,69 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601645,HURON   69 KV   MARLOAD3,BUS,LOAD,AECO,69 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601648,FELTON  25 KV   LOAD1,BUS,LOAD,DPL,25 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601651,OMAR    138 KV  LOAD1,BUS,LOAD,DPL,138 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601652,PERDUE  69 KV   LOAD1,BUS,LOAD,DPL,69 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601653,WEIRWDTP69 KV   LOAD1,BUS,LOAD,DPL,69 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601654,WESTDPL 69 KV   LOAD2,BUS,LOAD,DPL,69 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601655,WESTDPL 69 KV   LOAD5,BUS,LOAD,DPL,69 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601656,WESTDPL 12 KV   T1 LOAD,BUS,LOAD,DPL,12 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601657,WESTDPL 12 KV   T3 LOAD,BUS,LOAD,DPL,12 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601658,FRENCHCR138 KV  T2,BUS,LOAD,APS,138 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601659,JACKSONB138 KV  HOPEHAST,BUS,LOAD,APS,138 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601660,MARLOWE 34 KV   34KVLOAD,BUS,LOAD,APS,34 KV,12/11/2002 12:00:00 AM,12/31/9999 12:00:00 AM
21601661,AES DUQ 13 KV   ARCO1,BUS,LOAD,DUQ,13 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601662,AES DUQ 13 KV   ARCO2,BUS,LOAD,DUQ,13 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601665,ARSENAL 138 KV  T1,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601666,ARSENAL 138 KV  T2,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601667,BEAV DUQ138 KV  2A SS,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601668,BEAV DUQ138 KV  2B SS,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601669,BEAV DUQ138 KV  1B SS,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601670,BEAV DUQ138 KV  1A SS,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601671,BEAV DUQ138 KV  ERF3B,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601672,BEAV DUQ138 KV  ERF3A,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601674,BETTIS  138 KV  LOADB,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601675,BETTIS  138 KV  LOADA,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601676,BOCGASES138 KV  LOAD,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601677,BRENTWOO138 KV  LOAD,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601678,BRUNOTIS138 KV  YELLOWLD,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601679,BRUNOTIS138 KV  BLUE,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601680,BRUNOTIS138 KV  GRAY,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601681,BRUNOTIS138 KV  ORANGELD,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601682,BRUNOTIS138 KV  BROWN,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601683,BRUNOTIS138 KV  GREEN,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601684,BRUNOTIS138 KV  RED,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601687,CLIN DUQ138 KV  LOAD,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601689,DRAVOSBU138 KV  T4,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601690,DRAVOSBU138 KV  RANKINLD,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601691,DRAVOSBU69 KV   TR1,BUS,LOAD,DUQ,69 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601692,DRAVOSBU69 KV   TR2,BUS,LOAD,DUQ,69 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601693,DRAVOSBU69 KV   TR3,BUS,LOAD,DUQ,69 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601694,ELWYN   138 KV  T1,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601695,ELWYN   138 KV  T2,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601696,ELWYN   138 KV  T3,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601697,EVERGREE138 KV  LOAD,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601698,FINDLAY 138 KV  T1,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
21601712,JLMIDLAN138 KV  T1,BUS,LOAD,DUQ,138 KV,1/1/2005 12:00:00 AM,12/31/9999 12:00:00 AM
