datetime_beginning_utc,datetime_beginning_ept,datetime_ending_utc,datetime_ending_ept,generated_at_ept,area,area_load_forecast,actual_load,dispatch_rate
12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/14/2019 7:00:00 PM,12/14/2019 2:00:00 PM,12/15/2019 8:00:40 AM,Dom,10812.00,10765.08,19.33
12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/14/2019 7:00:00 PM,12/14/2019 2:00:00 PM,12/15/2019 8:00:40 AM,Duq,1487.00,1520.07,18.46
12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/14/2019 7:00:00 PM,12/14/2019 2:00:00 PM,12/15/2019 8:00:40 AM,EKPC,1555.00,1635.50,18.92
12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/14/2019 7:00:00 PM,12/14/2019 2:00:00 PM,12/15/2019 8:00:40 AM,MidAtl,29518.00,29683.20,16.02
12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/14/2019 7:00:00 PM,12/14/2019 2:00:00 PM,12/15/2019 8:00:40 AM,MidAtl - East,,,16.17
12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/14/2019 7:00:00 PM,12/14/2019 2:00:00 PM,12/15/2019 8:00:40 AM,MidAtl - West,,,17.22
12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/14/2019 7:00:00 PM,12/14/2019 2:00:00 PM,12/15/2019 8:00:40 AM,OVEC,,,18.43
12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/15/2019 8:00:40 AM,AEP,14465.00,14674.75,19.52
12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/15/2019 8:00:40 AM,AP,6142.00,6431.08,18.92
12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/15/2019 8:00:40 AM,ATSI,7625.00,7649.31,19.49
12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/15/2019 8:00:40 AM,ComEd,10759.00,11104.97,18.97
12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/15/2019 8:00:40 AM,DEOK,3001.00,3015.84,19.86
12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/15/2019 8:00:40 AM,Dayton,1912.00,1899.19,0.00
12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/15/2019 8:00:40 AM,Dom,11007.00,11213.05,20.77
12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/15/2019 8:00:40 AM,Duq,1498.00,1528.51,19.22
12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/15/2019 8:00:40 AM,EKPC,1583.00,1649.83,19.86
12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/15/2019 8:00:40 AM,MidAtl,29890.00,29890.87,14.76
12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/15/2019 8:00:40 AM,MidAtl - East,,,15.07
12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/15/2019 8:00:40 AM,MidAtl - West,,,17.53
12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/14/2019 6:00:00 PM,12/14/2019 1:00:00 PM,12/15/2019 8:00:40 AM,OVEC,,,19.33
12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/15/2019 8:00:40 AM,AEP,14748.00,14883.97,21.62
12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/15/2019 8:00:40 AM,AP,6213.00,6416.55,21.37
12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/15/2019 8:00:40 AM,ATSI,7710.00,7746.21,21.65
12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/15/2019 8:00:40 AM,ComEd,10821.00,11061.53,20.93
12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/15/2019 8:00:40 AM,DEOK,3042.00,3028.91,22.00
12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/15/2019 8:00:40 AM,Dayton,1950.00,1932.57,0.00
12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/15/2019 8:00:40 AM,Dom,11229.00,11697.77,23.04
12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/15/2019 8:00:40 AM,Duq,1498.00,1513.64,21.36
12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/15/2019 8:00:40 AM,EKPC,1617.00,1668.29,21.95
12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/15/2019 8:00:40 AM,MidAtl,30207.00,30055.75,15.43
12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/15/2019 8:00:40 AM,MidAtl - East,,,16.16
12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/15/2019 8:00:40 AM,MidAtl - West,,,19.62
12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/14/2019 5:00:00 PM,12/14/2019 12:00:00 PM,12/15/2019 8:00:40 AM,OVEC,,,21.37
12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/15/2019 8:00:40 AM,AEP,14934.00,15004.40,24.54
12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/15/2019 8:00:40 AM,AP,6226.00,6318.06,24.51
12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/15/2019 8:00:40 AM,ATSI,7730.00,7755.49,24.20
12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/15/2019 8:00:40 AM,ComEd,10757.00,10898.53,23.63
12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/15/2019 8:00:40 AM,DEOK,3048.00,3050.71,25.01
12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/15/2019 8:00:40 AM,Dayton,1972.00,1959.01,0.00
12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/15/2019 8:00:40 AM,Dom,11396.00,11954.10,27.43
12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/15/2019 8:00:40 AM,Duq,1495.00,1499.00,23.88
12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/15/2019 8:00:40 AM,EKPC,1647.00,1688.56,24.96
12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/15/2019 8:00:40 AM,MidAtl,30275.00,29980.45,15.87
12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - East,,,16.05
12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - West,,,20.43
12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/14/2019 4:00:00 PM,12/14/2019 11:00:00 AM,12/15/2019 8:00:40 AM,OVEC,,,24.35
12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/15/2019 8:00:40 AM,AEP,15006.00,14906.95,22.35
12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/15/2019 8:00:40 AM,AP,6174.00,6216.58,22.57
12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/15/2019 8:00:40 AM,ATSI,7622.00,7621.93,22.36
12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/15/2019 8:00:40 AM,ComEd,10636.00,10663.56,21.44
12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/15/2019 8:00:40 AM,DEOK,3013.00,3014.58,22.78
12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/15/2019 8:00:40 AM,Dayton,1972.00,1940.88,0.00
12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/15/2019 8:00:40 AM,Dom,11447.00,12000.77,23.99
12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/15/2019 8:00:40 AM,Duq,1472.00,1463.77,22.04
12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/15/2019 8:00:40 AM,EKPC,1661.00,1685.76,22.69
12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/15/2019 8:00:40 AM,MidAtl,29935.00,29795.71,17.82
12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - East,,,17.92
12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - West,,,19.94
12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/14/2019 3:00:00 PM,12/14/2019 10:00:00 AM,12/15/2019 8:00:40 AM,OVEC,,,22.13
12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/15/2019 8:00:40 AM,AEP,14852.00,14664.77,21.84
12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/15/2019 8:00:40 AM,AP,6039.00,6050.12,21.27
12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/15/2019 8:00:40 AM,ATSI,7440.00,7447.16,21.65
12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/15/2019 8:00:40 AM,ComEd,10296.00,10316.22,20.93
12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/15/2019 8:00:40 AM,DEOK,2944.00,2947.87,22.30
12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/15/2019 8:00:40 AM,Dayton,1939.00,1889.07,0.00
12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/15/2019 8:00:40 AM,Dom,11367.00,11832.31,23.74
12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/15/2019 8:00:40 AM,Duq,1431.00,1435.49,21.40
12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/15/2019 8:00:40 AM,EKPC,1633.00,1640.81,22.21
12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/15/2019 8:00:40 AM,MidAtl,29102.00,29099.82,16.35
12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - East,,,16.36
12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - West,,,18.99
12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/14/2019 2:00:00 PM,12/14/2019 9:00:00 AM,12/15/2019 8:00:40 AM,OVEC,,,21.73
12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/15/2019 8:00:40 AM,AEP,14533.00,14244.19,21.73
12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/15/2019 8:00:40 AM,AP,5863.00,5854.08,21.72
12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/15/2019 8:00:40 AM,ATSI,7243.00,7167.79,21.46
12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/15/2019 8:00:40 AM,ComEd,10004.00,9994.60,20.87
12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/15/2019 8:00:40 AM,DEOK,2852.00,2843.15,22.18
12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/15/2019 8:00:40 AM,Dayton,1881.00,1826.36,0.00
12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/15/2019 8:00:40 AM,Dom,11049.00,11442.13,23.47
12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/15/2019 8:00:40 AM,Duq,1384.00,1386.87,21.21
12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/15/2019 8:00:40 AM,EKPC,1579.00,1549.01,22.15
12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/15/2019 8:00:40 AM,MidAtl,27883.00,27936.91,16.50
12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - East,,,16.42
12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - West,,,18.81
12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/14/2019 1:00:00 PM,12/14/2019 8:00:00 AM,12/15/2019 8:00:40 AM,OVEC,,,21.64
12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/15/2019 8:00:40 AM,AEP,14055.00,13588.01,19.47
12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/15/2019 8:00:40 AM,AP,5644.00,5664.13,19.47
12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/15/2019 8:00:40 AM,ATSI,6970.00,6850.39,19.74
12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/15/2019 8:00:40 AM,ComEd,9564.00,9542.54,18.46
12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/15/2019 8:00:40 AM,DEOK,2729.00,2695.62,19.88
12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/15/2019 8:00:40 AM,Dayton,1799.00,1735.03,0.00
12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/15/2019 8:00:40 AM,Dom,10641.00,10943.51,19.64
12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/15/2019 8:00:40 AM,Duq,1338.00,1331.70,19.41
12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/15/2019 8:00:40 AM,EKPC,1512.00,1475.58,19.83
12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/15/2019 8:00:40 AM,MidAtl,26703.00,26664.82,18.72
12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - East,,,18.70
12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - West,,,18.83
12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/14/2019 12:00:00 PM,12/14/2019 7:00:00 AM,12/15/2019 8:00:40 AM,OVEC,,,19.40
12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/15/2019 8:00:40 AM,AEP,13592.00,13286.37,18.42
12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/15/2019 8:00:40 AM,AP,5447.00,5521.17,18.37
12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/15/2019 8:00:40 AM,ATSI,6692.00,6569.91,18.59
12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/15/2019 8:00:40 AM,ComEd,9268.00,9259.91,17.51
12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/15/2019 8:00:40 AM,DEOK,2620.00,2580.02,18.78
12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/15/2019 8:00:40 AM,Dayton,1722.00,1663.65,0.00
12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/15/2019 8:00:40 AM,Dom,10198.00,10631.83,18.68
12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/15/2019 8:00:40 AM,Duq,1289.00,1293.75,18.31
12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/15/2019 8:00:40 AM,EKPC,1463.00,1374.29,18.77
12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/15/2019 8:00:40 AM,MidAtl,25678.00,25564.76,17.43
12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - East,,,17.43
12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - West,,,17.70
12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/14/2019 11:00:00 AM,12/14/2019 6:00:00 AM,12/15/2019 8:00:40 AM,OVEC,,,18.38
12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/15/2019 8:00:40 AM,AEP,13310.00,13071.53,18.91
12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/15/2019 8:00:40 AM,AP,5336.00,5454.07,18.84
12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/15/2019 8:00:40 AM,ATSI,6545.00,6495.94,19.09
12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/15/2019 8:00:40 AM,ComEd,9176.00,9177.04,17.94
12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/15/2019 8:00:40 AM,DEOK,2567.00,2510.95,19.22
12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/15/2019 8:00:40 AM,Dayton,1673.00,1617.98,0.00
12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/15/2019 8:00:40 AM,Dom,9914.00,10301.07,19.33
12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/15/2019 8:00:40 AM,Duq,1267.00,1264.32,18.75
12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/15/2019 8:00:40 AM,EKPC,1431.00,1338.22,19.21
12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/15/2019 8:00:40 AM,MidAtl,25053.00,24954.71,16.97
12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - East,,,17.07
12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - West,,,18.02
12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/14/2019 10:00:00 AM,12/14/2019 5:00:00 AM,12/15/2019 8:00:40 AM,OVEC,,,18.82
12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/15/2019 8:00:40 AM,AEP,13198.00,12913.34,18.09
12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/15/2019 8:00:40 AM,AP,5289.00,5379.64,18.21
12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/15/2019 8:00:40 AM,ATSI,6510.00,6546.48,18.25
12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/15/2019 8:00:40 AM,ComEd,9232.00,9208.88,17.31
12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/15/2019 8:00:40 AM,DEOK,2557.00,2490.74,18.39
12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/15/2019 8:00:40 AM,Dayton,1661.00,1603.86,0.00
12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/15/2019 8:00:40 AM,Dom,9822.00,10237.20,18.54
12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/15/2019 8:00:40 AM,Duq,1259.00,1259.66,17.94
12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/15/2019 8:00:40 AM,EKPC,1424.00,1324.40,18.37
12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/15/2019 8:00:40 AM,MidAtl,24950.00,24911.77,16.20
12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - East,,,16.26
12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/15/2019 8:00:40 AM,MidAtl - West,,,17.23
12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/14/2019 9:00:00 AM,12/14/2019 4:00:00 AM,12/15/2019 8:00:40 AM,OVEC,,,17.99
12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/15/2019 8:00:40 AM,AEP,13256.00,13085.65,19.14
12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/15/2019 8:00:40 AM,AP,5305.00,5381.18,18.87
12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/15/2019 8:00:40 AM,ATSI,6543.00,6574.05,19.16
12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/15/2019 8:00:40 AM,ComEd,9409.00,9353.62,18.51
12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/15/2019 8:00:40 AM,DEOK,2579.00,2503.03,19.45
12/14/2019 7:00:00 AM,12/14/2019 2:00:00 AM,12/14/2019 8:00:00 AM,12/14/2019 3:00:00 AM,12/15/2019 8:00:40 AM,Dayton,1676.00,1608.68,0.00
